year,video_count,keyword,source,video_count_lg1,ch_category,time
2017,29.0,_오징어,t,8.0,요리,2017-01-01
2018,50.0,_오징어,t,29.0,요리,2018-01-01
2019,141.0,_오징어,t,50.0,요리,2019-01-01
2020,198.0,_오징어,t,141.0,요리,2020-01-01
2021,29.0,_오징어,t,198.0,요리,2021-01-01
2007,0.0,_어묵,t,,요리,2007-01-01
2008,0.0,_어묵,t,0.0,요리,2008-01-01
2009,0.0,_어묵,t,0.0,요리,2009-01-01
2010,0.0,_어묵,t,0.0,요리,2010-01-01
2011,0.0,_어묵,t,0.0,요리,2011-01-01
2012,0.0,_어묵,t,0.0,요리,2012-01-01
2013,0.0,_어묵,t,0.0,요리,2013-01-01
2014,5.0,_어묵,t,0.0,요리,2014-01-01
2015,5.0,_어묵,t,5.0,요리,2015-01-01
2016,5.0,_어묵,t,5.0,요리,2016-01-01
2017,34.0,_어묵,t,5.0,요리,2017-01-01
2018,35.0,_어묵,t,34.0,요리,2018-01-01
2019,109.0,_어묵,t,35.0,요리,2019-01-01
2020,156.0,_어묵,t,109.0,요리,2020-01-01
2021,38.0,_어묵,t,156.0,요리,2021-01-01
2007,0.0,_건강,t,,요리,2007-01-01
2008,0.0,_건강,t,0.0,요리,2008-01-01
2009,0.0,_건강,t,0.0,요리,2009-01-01
2010,0.0,_건강,t,0.0,요리,2010-01-01
2011,0.0,_건강,t,0.0,요리,2011-01-01
2012,0.0,_건강,t,0.0,요리,2012-01-01
2013,0.0,_건강,t,0.0,요리,2013-01-01
2014,2.0,_건강,t,0.0,요리,2014-01-01
2015,1.0,_건강,t,2.0,요리,2015-01-01
2016,19.0,_건강,t,1.0,요리,2016-01-01
2017,43.0,_건강,t,19.0,요리,2017-01-01
2018,94.0,_건강,t,43.0,요리,2018-01-01
2019,183.0,_건강,t,94.0,요리,2019-01-01
2020,294.0,_건강,t,183.0,요리,2020-01-01
2021,72.0,_건강,t,294.0,요리,2021-01-01
2007,0.0,_다이어트,t,,요리,2007-01-01
2008,0.0,_다이어트,t,0.0,요리,2008-01-01
2009,0.0,_다이어트,t,0.0,요리,2009-01-01
2010,0.0,_다이어트,t,0.0,요리,2010-01-01
2011,0.0,_다이어트,t,0.0,요리,2011-01-01
2012,0.0,_다이어트,t,0.0,요리,2012-01-01
2013,0.0,_다이어트,t,0.0,요리,2013-01-01
2014,2.0,_다이어트,t,0.0,요리,2014-01-01
2015,1.0,_다이어트,t,2.0,요리,2015-01-01
2016,2.0,_다이어트,t,1.0,요리,2016-01-01
2017,5.0,_다이어트,t,2.0,요리,2017-01-01
2018,11.0,_다이어트,t,5.0,요리,2018-01-01
2019,97.0,_다이어트,t,11.0,요리,2019-01-01
2020,220.0,_다이어트,t,97.0,요리,2020-01-01
2021,37.0,_다이어트,t,220.0,요리,2021-01-01
2007,0.0,_샐러드,t,,요리,2007-01-01
2008,0.0,_샐러드,t,0.0,요리,2008-01-01
2009,0.0,_샐러드,t,0.0,요리,2009-01-01
2010,0.0,_샐러드,t,0.0,요리,2010-01-01
2011,0.0,_샐러드,t,0.0,요리,2011-01-01
2012,0.0,_샐러드,t,0.0,요리,2012-01-01
2013,0.0,_샐러드,t,0.0,요리,2013-01-01
2014,5.0,_샐러드,t,0.0,요리,2014-01-01
2015,8.0,_샐러드,t,5.0,요리,2015-01-01
2016,9.0,_샐러드,t,8.0,요리,2016-01-01
2017,26.0,_샐러드,t,9.0,요리,2017-01-01
2018,34.0,_샐러드,t,26.0,요리,2018-01-01
2019,106.0,_샐러드,t,34.0,요리,2019-01-01
2020,161.0,_샐러드,t,106.0,요리,2020-01-01
2021,28.0,_샐러드,t,161.0,요리,2021-01-01
2007,0.0,_고기,t,,요리,2007-01-01
2008,0.0,_고기,t,0.0,요리,2008-01-01
2009,0.0,_고기,t,0.0,요리,2009-01-01
2010,0.0,_고기,t,0.0,요리,2010-01-01
2011,0.0,_고기,t,0.0,요리,2011-01-01
2012,0.0,_고기,t,0.0,요리,2012-01-01
2013,1.0,_고기,t,0.0,요리,2013-01-01
2014,42.0,_고기,t,1.0,요리,2014-01-01
2015,36.0,_고기,t,42.0,요리,2015-01-01
2016,29.0,_고기,t,36.0,요리,2016-01-01
2017,89.0,_고기,t,29.0,요리,2017-01-01
2018,142.0,_고기,t,89.0,요리,2018-01-01
2019,524.0,_고기,t,142.0,요리,2019-01-01
2020,759.0,_고기,t,524.0,요리,2020-01-01
2021,167.0,_고기,t,759.0,요리,2021-01-01
2007,0.0,_고추,t,,요리,2007-01-01
2008,0.0,_고추,t,0.0,요리,2008-01-01
2009,0.0,_고추,t,0.0,요리,2009-01-01
2010,0.0,_고추,t,0.0,요리,2010-01-01
2011,0.0,_고추,t,0.0,요리,2011-01-01
2012,0.0,_고추,t,0.0,요리,2012-01-01
2013,0.0,_고추,t,0.0,요리,2013-01-01
2014,7.0,_고추,t,0.0,요리,2014-01-01
2015,4.0,_고추,t,7.0,요리,2015-01-01
2016,13.0,_고추,t,4.0,요리,2016-01-01
2017,34.0,_고추,t,13.0,요리,2017-01-01
2018,59.0,_고추,t,34.0,요리,2018-01-01
2019,294.0,_고추,t,59.0,요리,2019-01-01
2020,423.0,_고추,t,294.0,요리,2020-01-01
2021,71.0,_고추,t,423.0,요리,2021-01-01
2007,0.0,_명절,t,,요리,2007-01-01
2008,0.0,_명절,t,0.0,요리,2008-01-01
2009,0.0,_명절,t,0.0,요리,2009-01-01
2010,0.0,_명절,t,0.0,요리,2010-01-01
2011,0.0,_명절,t,0.0,요리,2011-01-01
2012,0.0,_명절,t,0.0,요리,2012-01-01
2013,0.0,_명절,t,0.0,요리,2013-01-01
2014,0.0,_명절,t,0.0,요리,2014-01-01
2015,2.0,_명절,t,0.0,요리,2015-01-01
2016,2.0,_명절,t,2.0,요리,2016-01-01
2017,1.0,_명절,t,2.0,요리,2017-01-01
2018,11.0,_명절,t,1.0,요리,2018-01-01
2019,102.0,_명절,t,11.0,요리,2019-01-01
2020,112.0,_명절,t,102.0,요리,2020-01-01
2021,94.0,_명절,t,112.0,요리,2021-01-01
2007,0.0,_양식,t,,요리,2007-01-01
2008,0.0,_양식,t,0.0,요리,2008-01-01
2009,0.0,_양식,t,0.0,요리,2009-01-01
2010,0.0,_양식,t,0.0,요리,2010-01-01
2011,0.0,_양식,t,0.0,요리,2011-01-01
2012,0.0,_양식,t,0.0,요리,2012-01-01
2013,1.0,_양식,t,0.0,요리,2013-01-01
2014,0.0,_양식,t,1.0,요리,2014-01-01
2015,1.0,_양식,t,0.0,요리,2015-01-01
2016,2.0,_양식,t,1.0,요리,2016-01-01
2017,41.0,_양식,t,2.0,요리,2017-01-01
2018,62.0,_양식,t,41.0,요리,2018-01-01
2019,109.0,_양식,t,62.0,요리,2019-01-01
2020,184.0,_양식,t,109.0,요리,2020-01-01
2021,19.0,_양식,t,184.0,요리,2021-01-01
2007,0.0,_피자,t,,요리,2007-01-01
2008,0.0,_피자,t,0.0,요리,2008-01-01
2009,0.0,_피자,t,0.0,요리,2009-01-01
2010,0.0,_피자,t,0.0,요리,2010-01-01
2011,0.0,_피자,t,0.0,요리,2011-01-01
2012,0.0,_피자,t,0.0,요리,2012-01-01
2013,0.0,_피자,t,0.0,요리,2013-01-01
2014,17.0,_피자,t,0.0,요리,2014-01-01
2015,19.0,_피자,t,17.0,요리,2015-01-01
2016,19.0,_피자,t,19.0,요리,2016-01-01
2017,41.0,_피자,t,19.0,요리,2017-01-01
2018,32.0,_피자,t,41.0,요리,2018-01-01
2019,81.0,_피자,t,32.0,요리,2019-01-01
2020,109.0,_피자,t,81.0,요리,2020-01-01
2021,29.0,_피자,t,109.0,요리,2021-01-01
2007,0.0,_돼지,t,,요리,2007-01-01
2008,0.0,_돼지,t,0.0,요리,2008-01-01
2009,0.0,_돼지,t,0.0,요리,2009-01-01
2010,0.0,_돼지,t,0.0,요리,2010-01-01
2011,0.0,_돼지,t,0.0,요리,2011-01-01
2012,0.0,_돼지,t,0.0,요리,2012-01-01
2013,0.0,_돼지,t,0.0,요리,2013-01-01
2014,14.0,_돼지,t,0.0,요리,2014-01-01
2015,8.0,_돼지,t,14.0,요리,2015-01-01
2016,11.0,_돼지,t,8.0,요리,2016-01-01
2017,32.0,_돼지,t,11.0,요리,2017-01-01
2018,78.0,_돼지,t,32.0,요리,2018-01-01
2019,261.0,_돼지,t,78.0,요리,2019-01-01
2020,360.0,_돼지,t,261.0,요리,2020-01-01
2021,87.0,_돼지,t,360.0,요리,2021-01-01
2007,0.0,_마늘,t,,요리,2007-01-01
2008,0.0,_마늘,t,0.0,요리,2008-01-01
2009,0.0,_마늘,t,0.0,요리,2009-01-01
2010,0.0,_마늘,t,0.0,요리,2010-01-01
2011,0.0,_마늘,t,0.0,요리,2011-01-01
2012,0.0,_마늘,t,0.0,요리,2012-01-01
2013,0.0,_마늘,t,0.0,요리,2013-01-01
2014,4.0,_마늘,t,0.0,요리,2014-01-01
2015,1.0,_마늘,t,4.0,요리,2015-01-01
2016,7.0,_마늘,t,1.0,요리,2016-01-01
2017,14.0,_마늘,t,7.0,요리,2017-01-01
2018,23.0,_마늘,t,14.0,요리,2018-01-01
2019,101.0,_마늘,t,23.0,요리,2019-01-01
2020,192.0,_마늘,t,101.0,요리,2020-01-01
2021,32.0,_마늘,t,192.0,요리,2021-01-01
2007,0.0,_라면,t,,요리,2007-01-01
2008,0.0,_라면,t,0.0,요리,2008-01-01
2009,0.0,_라면,t,0.0,요리,2009-01-01
2010,0.0,_라면,t,0.0,요리,2010-01-01
2011,0.0,_라면,t,0.0,요리,2011-01-01
2012,0.0,_라면,t,0.0,요리,2012-01-01
2013,1.0,_라면,t,0.0,요리,2013-01-01
2014,36.0,_라면,t,1.0,요리,2014-01-01
2015,25.0,_라면,t,36.0,요리,2015-01-01
2016,20.0,_라면,t,25.0,요리,2016-01-01
2017,70.0,_라면,t,20.0,요리,2017-01-01
2018,108.0,_라면,t,70.0,요리,2018-01-01
2019,258.0,_라면,t,108.0,요리,2019-01-01
2020,403.0,_라면,t,258.0,요리,2020-01-01
2021,88.0,_라면,t,403.0,요리,2021-01-01
2007,0.0,_김치찌개,t,,요리,2007-01-01
2008,0.0,_김치찌개,t,0.0,요리,2008-01-01
2009,0.0,_김치찌개,t,0.0,요리,2009-01-01
2010,0.0,_김치찌개,t,0.0,요리,2010-01-01
2011,0.0,_김치찌개,t,0.0,요리,2011-01-01
2012,0.0,_김치찌개,t,0.0,요리,2012-01-01
2013,0.0,_김치찌개,t,0.0,요리,2013-01-01
2014,9.0,_김치찌개,t,0.0,요리,2014-01-01
2015,20.0,_김치찌개,t,9.0,요리,2015-01-01
2016,6.0,_김치찌개,t,20.0,요리,2016-01-01
2017,44.0,_김치찌개,t,6.0,요리,2017-01-01
2018,38.0,_김치찌개,t,44.0,요리,2018-01-01
2019,103.0,_김치찌개,t,38.0,요리,2019-01-01
2020,99.0,_김치찌개,t,103.0,요리,2020-01-01
2021,14.0,_김치찌개,t,99.0,요리,2021-01-01
2007,0.0,_주식,t,,재테크,2007-01-01
2008,0.0,_주식,t,0.0,재테크,2008-01-01
2009,0.0,_주식,t,0.0,재테크,2009-01-01
2010,0.0,_주식,t,0.0,재테크,2010-01-01
2011,0.0,_주식,t,0.0,재테크,2011-01-01
2012,0.0,_주식,t,0.0,재테크,2012-01-01
2013,99.0,_주식,t,0.0,재테크,2013-01-01
2014,80.0,_주식,t,99.0,재테크,2014-01-01
2015,97.0,_주식,t,80.0,재테크,2015-01-01
2016,129.0,_주식,t,97.0,재테크,2016-01-01
2017,141.0,_주식,t,129.0,재테크,2017-01-01
2018,281.0,_주식,t,141.0,재테크,2018-01-01
2019,650.0,_주식,t,281.0,재테크,2019-01-01
2020,2096.0,_주식,t,650.0,재테크,2020-01-01
2021,1127.0,_주식,t,2096.0,재테크,2021-01-01
2007,0.0,_부동산,t,,재테크,2007-01-01
2008,0.0,_부동산,t,0.0,재테크,2008-01-01
2009,0.0,_부동산,t,0.0,재테크,2009-01-01
2010,0.0,_부동산,t,0.0,재테크,2010-01-01
2011,0.0,_부동산,t,0.0,재테크,2011-01-01
2012,0.0,_부동산,t,0.0,재테크,2012-01-01
2013,3.0,_부동산,t,0.0,재테크,2013-01-01
2014,1.0,_부동산,t,3.0,재테크,2014-01-01
2015,18.0,_부동산,t,1.0,재테크,2015-01-01
2016,3.0,_부동산,t,18.0,재테크,2016-01-01
2017,101.0,_부동산,t,3.0,재테크,2017-01-01
2018,303.0,_부동산,t,101.0,재테크,2018-01-01
2019,725.0,_부동산,t,303.0,재테크,2019-01-01
2020,1800.0,_부동산,t,725.0,재테크,2020-01-01
2021,534.0,_부동산,t,1800.0,재테크,2021-01-01
2007,0.0,_전망,t,,재테크,2007-01-01
2008,0.0,_전망,t,0.0,재테크,2008-01-01
2009,0.0,_전망,t,0.0,재테크,2009-01-01
2010,0.0,_전망,t,0.0,재테크,2010-01-01
2011,0.0,_전망,t,0.0,재테크,2011-01-01
2012,0.0,_전망,t,0.0,재테크,2012-01-01
2013,0.0,_전망,t,0.0,재테크,2013-01-01
2014,0.0,_전망,t,0.0,재테크,2014-01-01
2015,5.0,_전망,t,0.0,재테크,2015-01-01
2016,3.0,_전망,t,5.0,재테크,2016-01-01
2017,9.0,_전망,t,3.0,재테크,2017-01-01
2018,61.0,_전망,t,9.0,재테크,2018-01-01
2019,189.0,_전망,t,61.0,재테크,2019-01-01
2020,989.0,_전망,t,189.0,재테크,2020-01-01
2021,370.0,_전망,t,989.0,재테크,2021-01-01
2007,0.0,_미국,t,,재테크,2007-01-01
2008,0.0,_미국,t,0.0,재테크,2008-01-01
2009,0.0,_미국,t,0.0,재테크,2009-01-01
2010,0.0,_미국,t,0.0,재테크,2010-01-01
2011,0.0,_미국,t,0.0,재테크,2011-01-01
2012,0.0,_미국,t,0.0,재테크,2012-01-01
2013,0.0,_미국,t,0.0,재테크,2013-01-01
2014,3.0,_미국,t,0.0,재테크,2014-01-01
2015,1.0,_미국,t,3.0,재테크,2015-01-01
2016,4.0,_미국,t,1.0,재테크,2016-01-01
2017,5.0,_미국,t,4.0,재테크,2017-01-01
2018,43.0,_미국,t,5.0,재테크,2018-01-01
2019,80.0,_미국,t,43.0,재테크,2019-01-01
2020,491.0,_미국,t,80.0,재테크,2020-01-01
2021,266.0,_미국,t,491.0,재테크,2021-01-01
2007,0.0,_부자,t,,재테크,2007-01-01
2008,0.0,_부자,t,0.0,재테크,2008-01-01
2009,0.0,_부자,t,0.0,재테크,2009-01-01
2010,0.0,_부자,t,0.0,재테크,2010-01-01
2011,0.0,_부자,t,0.0,재테크,2011-01-01
2012,0.0,_부자,t,0.0,재테크,2012-01-01
2013,33.0,_부자,t,0.0,재테크,2013-01-01
2014,3.0,_부자,t,33.0,재테크,2014-01-01
2015,19.0,_부자,t,3.0,재테크,2015-01-01
2016,23.0,_부자,t,19.0,재테크,2016-01-01
2017,48.0,_부자,t,23.0,재테크,2017-01-01
2018,114.0,_부자,t,48.0,재테크,2018-01-01
2019,296.0,_부자,t,114.0,재테크,2019-01-01
2020,556.0,_부자,t,296.0,재테크,2020-01-01
2021,103.0,_부자,t,556.0,재테크,2021-01-01
2007,0.0,_경제,t,,재테크,2007-01-01
2008,0.0,_경제,t,0.0,재테크,2008-01-01
2009,0.0,_경제,t,0.0,재테크,2009-01-01
2010,0.0,_경제,t,0.0,재테크,2010-01-01
2011,0.0,_경제,t,0.0,재테크,2011-01-01
2012,0.0,_경제,t,0.0,재테크,2012-01-01
2013,1.0,_경제,t,0.0,재테크,2013-01-01
2014,3.0,_경제,t,1.0,재테크,2014-01-01
2015,7.0,_경제,t,3.0,재테크,2015-01-01
2016,1.0,_경제,t,7.0,재테크,2016-01-01
2017,14.0,_경제,t,1.0,재테크,2017-01-01
2018,108.0,_경제,t,14.0,재테크,2018-01-01
2019,422.0,_경제,t,108.0,재테크,2019-01-01
2020,1646.0,_경제,t,422.0,재테크,2020-01-01
2021,795.0,_경제,t,1646.0,재테크,2021-01-01
2007,0.0,_수익,t,,재테크,2007-01-01
2008,0.0,_수익,t,0.0,재테크,2008-01-01
2009,0.0,_수익,t,0.0,재테크,2009-01-01
2010,0.0,_수익,t,0.0,재테크,2010-01-01
2011,0.0,_수익,t,0.0,재테크,2011-01-01
2012,0.0,_수익,t,0.0,재테크,2012-01-01
2013,0.0,_수익,t,0.0,재테크,2013-01-01
2014,3.0,_수익,t,0.0,재테크,2014-01-01
2015,6.0,_수익,t,3.0,재테크,2015-01-01
2016,15.0,_수익,t,6.0,재테크,2016-01-01
2017,16.0,_수익,t,15.0,재테크,2017-01-01
2018,133.0,_수익,t,16.0,재테크,2018-01-01
2019,231.0,_수익,t,133.0,재테크,2019-01-01
2020,504.0,_수익,t,231.0,재테크,2020-01-01
2021,172.0,_수익,t,504.0,재테크,2021-01-01
2007,0.0,_바이오,t,,재테크,2007-01-01
2008,0.0,_바이오,t,0.0,재테크,2008-01-01
2009,0.0,_바이오,t,0.0,재테크,2009-01-01
2010,0.0,_바이오,t,0.0,재테크,2010-01-01
2011,0.0,_바이오,t,0.0,재테크,2011-01-01
2012,0.0,_바이오,t,0.0,재테크,2012-01-01
2013,1.0,_바이오,t,0.0,재테크,2013-01-01
2014,0.0,_바이오,t,1.0,재테크,2014-01-01
2015,1.0,_바이오,t,0.0,재테크,2015-01-01
2016,6.0,_바이오,t,1.0,재테크,2016-01-01
2017,3.0,_바이오,t,6.0,재테크,2017-01-01
2018,44.0,_바이오,t,3.0,재테크,2018-01-01
2019,140.0,_바이오,t,44.0,재테크,2019-01-01
2020,494.0,_바이오,t,140.0,재테크,2020-01-01
2021,238.0,_바이오,t,494.0,재테크,2021-01-01
2007,0.0,_삼성전자,t,,재테크,2007-01-01
2008,0.0,_삼성전자,t,0.0,재테크,2008-01-01
2009,0.0,_삼성전자,t,0.0,재테크,2009-01-01
2010,0.0,_삼성전자,t,0.0,재테크,2010-01-01
2011,0.0,_삼성전자,t,0.0,재테크,2011-01-01
2012,1.0,_삼성전자,t,0.0,재테크,2012-01-01
2013,0.0,_삼성전자,t,1.0,재테크,2013-01-01
2014,0.0,_삼성전자,t,0.0,재테크,2014-01-01
2015,0.0,_삼성전자,t,0.0,재테크,2015-01-01
2016,4.0,_삼성전자,t,0.0,재테크,2016-01-01
2017,9.0,_삼성전자,t,4.0,재테크,2017-01-01
2018,14.0,_삼성전자,t,9.0,재테크,2018-01-01
2019,58.0,_삼성전자,t,14.0,재테크,2019-01-01
2020,442.0,_삼성전자,t,58.0,재테크,2020-01-01
2021,210.0,_삼성전자,t,442.0,재테크,2021-01-01
2007,0.0,_비트코인,t,,재테크,2007-01-01
2008,0.0,_비트코인,t,0.0,재테크,2008-01-01
2009,0.0,_비트코인,t,0.0,재테크,2009-01-01
2010,0.0,_비트코인,t,0.0,재테크,2010-01-01
2011,0.0,_비트코인,t,0.0,재테크,2011-01-01
2012,0.0,_비트코인,t,0.0,재테크,2012-01-01
2013,0.0,_비트코인,t,0.0,재테크,2013-01-01
2014,0.0,_비트코인,t,0.0,재테크,2014-01-01
2015,0.0,_비트코인,t,0.0,재테크,2015-01-01
2016,0.0,_비트코인,t,0.0,재테크,2016-01-01
2017,5.0,_비트코인,t,0.0,재테크,2017-01-01
2018,27.0,_비트코인,t,5.0,재테크,2018-01-01
2019,273.0,_비트코인,t,27.0,재테크,2019-01-01
2020,192.0,_비트코인,t,273.0,재테크,2020-01-01
2021,154.0,_비트코인,t,192.0,재테크,2021-01-01
2007,0.0,_한국,t,,재테크,2007-01-01
2008,0.0,_한국,t,0.0,재테크,2008-01-01
2009,0.0,_한국,t,0.0,재테크,2009-01-01
2010,0.0,_한국,t,0.0,재테크,2010-01-01
2011,0.0,_한국,t,0.0,재테크,2011-01-01
2012,1.0,_한국,t,0.0,재테크,2012-01-01
2013,0.0,_한국,t,1.0,재테크,2013-01-01
2014,2.0,_한국,t,0.0,재테크,2014-01-01
2015,7.0,_한국,t,2.0,재테크,2015-01-01
2016,16.0,_한국,t,7.0,재테크,2016-01-01
2017,14.0,_한국,t,16.0,재테크,2017-01-01
2018,58.0,_한국,t,14.0,재테크,2018-01-01
2019,223.0,_한국,t,58.0,재테크,2019-01-01
2020,1644.0,_한국,t,223.0,재테크,2020-01-01
2021,859.0,_한국,t,1644.0,재테크,2021-01-01
2007,0.0,_폭락,t,,재테크,2007-01-01
2008,0.0,_폭락,t,0.0,재테크,2008-01-01
2009,0.0,_폭락,t,0.0,재테크,2009-01-01
2010,0.0,_폭락,t,0.0,재테크,2010-01-01
2011,0.0,_폭락,t,0.0,재테크,2011-01-01
2012,0.0,_폭락,t,0.0,재테크,2012-01-01
2013,0.0,_폭락,t,0.0,재테크,2013-01-01
2014,1.0,_폭락,t,0.0,재테크,2014-01-01
2015,0.0,_폭락,t,1.0,재테크,2015-01-01
2016,0.0,_폭락,t,0.0,재테크,2016-01-01
2017,2.0,_폭락,t,0.0,재테크,2017-01-01
2018,19.0,_폭락,t,2.0,재테크,2018-01-01
2019,49.0,_폭락,t,19.0,재테크,2019-01-01
2020,273.0,_폭락,t,49.0,재테크,2020-01-01
2021,125.0,_폭락,t,273.0,재테크,2021-01-01
2007,0.0,_제약,t,,재테크,2007-01-01
2008,0.0,_제약,t,0.0,재테크,2008-01-01
2009,0.0,_제약,t,0.0,재테크,2009-01-01
2010,0.0,_제약,t,0.0,재테크,2010-01-01
2011,0.0,_제약,t,0.0,재테크,2011-01-01
2012,0.0,_제약,t,0.0,재테크,2012-01-01
2013,0.0,_제약,t,0.0,재테크,2013-01-01
2014,0.0,_제약,t,0.0,재테크,2014-01-01
2015,1.0,_제약,t,0.0,재테크,2015-01-01
2016,7.0,_제약,t,1.0,재테크,2016-01-01
2017,0.0,_제약,t,7.0,재테크,2017-01-01
2018,19.0,_제약,t,0.0,재테크,2018-01-01
2019,39.0,_제약,t,19.0,재테크,2019-01-01
2020,374.0,_제약,t,39.0,재테크,2020-01-01
2021,95.0,_제약,t,374.0,재테크,2021-01-01
2007,0.0,_테슬라,t,,재테크,2007-01-01
2008,0.0,_테슬라,t,0.0,재테크,2008-01-01
2009,0.0,_테슬라,t,0.0,재테크,2009-01-01
2010,0.0,_테슬라,t,0.0,재테크,2010-01-01
2011,0.0,_테슬라,t,0.0,재테크,2011-01-01
2012,0.0,_테슬라,t,0.0,재테크,2012-01-01
2013,0.0,_테슬라,t,0.0,재테크,2013-01-01
2014,0.0,_테슬라,t,0.0,재테크,2014-01-01
2015,0.0,_테슬라,t,0.0,재테크,2015-01-01
2016,0.0,_테슬라,t,0.0,재테크,2016-01-01
2017,0.0,_테슬라,t,0.0,재테크,2017-01-01
2018,1.0,_테슬라,t,0.0,재테크,2018-01-01
2019,8.0,_테슬라,t,1.0,재테크,2019-01-01
2020,255.0,_테슬라,t,8.0,재테크,2020-01-01
2021,107.0,_테슬라,t,255.0,재테크,2021-01-01
2007,0.0,_달러,t,,재테크,2007-01-01
2008,0.0,_달러,t,0.0,재테크,2008-01-01
2009,0.0,_달러,t,0.0,재테크,2009-01-01
2010,0.0,_달러,t,0.0,재테크,2010-01-01
2011,0.0,_달러,t,0.0,재테크,2011-01-01
2012,0.0,_달러,t,0.0,재테크,2012-01-01
2013,0.0,_달러,t,0.0,재테크,2013-01-01
2014,0.0,_달러,t,0.0,재테크,2014-01-01
2015,0.0,_달러,t,0.0,재테크,2015-01-01
2016,2.0,_달러,t,0.0,재테크,2016-01-01
2017,3.0,_달러,t,2.0,재테크,2017-01-01
2018,11.0,_달러,t,3.0,재테크,2018-01-01
2019,107.0,_달러,t,11.0,재테크,2019-01-01
2020,262.0,_달러,t,107.0,재테크,2020-01-01
2021,49.0,_달러,t,262.0,재테크,2021-01-01
2007,0.0,_청약,t,,재테크,2007-01-01
2008,0.0,_청약,t,0.0,재테크,2008-01-01
2009,0.0,_청약,t,0.0,재테크,2009-01-01
2010,0.0,_청약,t,0.0,재테크,2010-01-01
2011,0.0,_청약,t,0.0,재테크,2011-01-01
2012,0.0,_청약,t,0.0,재테크,2012-01-01
